:nemesis	:info	:start-partition	:majority
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	508
1	:invoke	:read	nil
1	:ok	:read	288
2	:invoke	:read	nil
2	:ok	:read	233
0	:invoke	:read	nil
0	:ok	:read	508
0	:invoke	:read	nil
0	:ok	:read	508
1	:invoke	:read	nil
1	:ok	:read	288
2	:invoke	:read	nil
2	:ok	:read	233
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	511
1	:invoke	:read	nil
1	:ok	:read	288
2	:invoke	:read	nil
2	:ok	:read	233
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	511
1	:ok	:read	288
1	:invoke	:read	nil
1	:ok	:read	288
2	:invoke	:add	3
2	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	516
0	:invoke	:read	nil
0	:ok	:read	516
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:add	0
0	:invoke	:add	1
2	:ok	:add	0
0	:ok	:add	1
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:add	2
2	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	517
0	:invoke	:read	nil
0	:ok	:read	517
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:read	nil
2	:ok	:read	240
0	:invoke	:read	nil
0	:ok	:read	517
0	:invoke	:read	nil
0	:ok	:read	517
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:read	nil
2	:ok	:read	240
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:add	3
0	:ok	:add	3
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:add	1
2	:ok	:add	1
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	527
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	291
2	:ok	:read	241
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	533
0	:invoke	:read	nil
0	:ok	:read	533
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:read	nil
2	:ok	:read	241
0	:invoke	:read	nil
0	:ok	:read	533
0	:invoke	:read	nil
0	:ok	:read	533
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:read	nil
0	:invoke	:add	2
2	:ok	:read	241
0	:ok	:add	2
0	:invoke	:read	nil
0	:ok	:read	535
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	535
0	:invoke	:read	nil
0	:ok	:read	535
1	:invoke	:read	nil
2	:invoke	:read	nil
1	:ok	:read	291
2	:ok	:read	245
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	535
2	:invoke	:read	nil
1	:ok	:read	291
2	:ok	:read	245
2	:invoke	:read	nil
2	:ok	:read	245
0	:invoke	:add	4
0	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	539
1	:invoke	:read	nil
1	:ok	:read	291
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	539
0	:invoke	:read	nil
0	:ok	:read	539
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	245
0	:invoke	:read	nil
0	:ok	:read	539
0	:invoke	:read	nil
0	:ok	:read	539
1	:invoke	:add	4
2	:invoke	:read	nil
1	:ok	:add	4
2	:ok	:read	245
0	:invoke	:read	nil
0	:ok	:read	539
0	:invoke	:read	nil
0	:ok	:read	539
1	:invoke	:add	3
2	:invoke	:read	nil
2	:ok	:read	245
1	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	539
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	245
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	544
1	:invoke	:read	nil
1	:ok	:read	302
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	544
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	3
1	:ok	:add	3
2	:invoke	:read	nil
2	:ok	:read	249
0	:invoke	:read	nil
0	:ok	:read	548
0	:invoke	:read	nil
0	:ok	:read	548
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
2	:ok	:read	249
0	:invoke	:read	nil
1	:invoke	:read	nil
0	:ok	:read	548
1	:ok	:read	305
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:add	0
2	:ok	:add	0
0	:invoke	:add	0
1	:invoke	:read	nil
0	:ok	:add	0
1	:ok	:read	305
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
2	:ok	:read	249
0	:invoke	:read	nil
0	:ok	:read	548
0	:invoke	:read	nil
0	:ok	:read	548
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
2	:ok	:read	249
0	:invoke	:read	nil
0	:ok	:read	548
0	:invoke	:add	0
0	:ok	:add	0
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
2	:ok	:read	249
0	:invoke	:read	nil
0	:ok	:read	548
0	:invoke	:read	nil
0	:ok	:read	548
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
0	:invoke	:add	0
2	:ok	:read	249
0	:ok	:add	0
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
2	:ok	:read	249
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
2	:ok	:read	249
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	553
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
0	:invoke	:read	nil
2	:ok	:read	249
0	:ok	:read	553
0	:invoke	:read	nil
0	:ok	:read	553
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	553
0	:invoke	:read	nil
0	:ok	:read	553
1	:invoke	:read	nil
1	:ok	:read	305
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:read	nil
0	:ok	:read	553
0	:invoke	:read	nil
0	:ok	:read	553
1	:invoke	:add	4
2	:invoke	:add	0
1	:ok	:add	4
2	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	553
0	:invoke	:read	nil
0	:ok	:read	553
1	:invoke	:read	nil
1	:ok	:read	309
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:read	nil
0	:ok	:read	553
0	:invoke	:read	nil
0	:ok	:read	553
1	:invoke	:read	nil
1	:ok	:read	309
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	554
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:read	nil
0	:ok	:read	554
0	:invoke	:add	1
0	:ok	:add	1
1	:invoke	:read	nil
1	:ok	:read	310
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:read	nil
0	:ok	:read	555
0	:invoke	:add	2
0	:ok	:add	2
1	:invoke	:read	nil
1	:ok	:read	310
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:read	nil
0	:ok	:read	557
0	:invoke	:read	nil
0	:ok	:read	557
1	:invoke	:read	nil
1	:ok	:read	310
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:read	nil
0	:ok	:read	557
0	:invoke	:read	nil
0	:ok	:read	557
1	:invoke	:read	nil
1	:ok	:read	310
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	560
1	:invoke	:read	nil
1	:ok	:read	310
2	:invoke	:read	nil
2	:ok	:read	253
0	:invoke	:add	2
0	:ok	:add	2
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	4
2	:invoke	:add	3
1	:ok	:add	4
2	:ok	:add	3
0	:invoke	:add	1
0	:ok	:add	1
0	:invoke	:read	nil
0	:ok	:read	567
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	256
0	:invoke	:read	nil
0	:ok	:read	567
0	:invoke	:read	nil
0	:ok	:read	567
1	:invoke	:read	nil
1	:ok	:read	318
2	:invoke	:add	1
0	:invoke	:read	nil
2	:ok	:add	1
0	:ok	:read	567
0	:invoke	:read	nil
0	:ok	:read	567
1	:invoke	:read	nil
1	:ok	:read	318
2	:invoke	:read	nil
2	:ok	:read	257
0	:invoke	:add	0
0	:ok	:add	0
0	:invoke	:read	nil
0	:ok	:read	567
1	:invoke	:add	0
1	:ok	:add	0
2	:invoke	:read	nil
2	:ok	:read	257
0	:invoke	:read	nil
0	:ok	:read	567
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:read	nil
1	:ok	:read	318
2	:invoke	:read	nil
2	:ok	:read	257
0	:invoke	:read	nil
0	:ok	:read	571
0	:invoke	:read	nil
0	:ok	:read	571
1	:invoke	:add	2
1	:ok	:add	2
2	:invoke	:read	nil
2	:ok	:read	257
0	:invoke	:read	nil
0	:ok	:read	571
0	:invoke	:read	nil
0	:ok	:read	571
1	:invoke	:read	nil
1	:ok	:read	320
2	:invoke	:read	nil
2	:ok	:read	257
0	:invoke	:add	3
0	:ok	:add	3
0	:invoke	:read	nil
0	:ok	:read	574
1	:invoke	:read	nil
1	:ok	:read	320
2	:invoke	:read	nil
2	:ok	:read	257
0	:invoke	:read	nil
0	:ok	:read	574
0	:invoke	:read	nil
0	:ok	:read	574
1	:invoke	:read	nil
1	:ok	:read	320
2	:invoke	:add	4
2	:ok	:add	4
0	:invoke	:read	nil
0	:ok	:read	574
0	:invoke	:add	4
0	:ok	:add	4
1	:invoke	:add	1
1	:ok	:add	1
2	:invoke	:add	0
0	:invoke	:read	nil
2	:ok	:add	0
0	:ok	:read	578
0	:invoke	:read	nil
0	:ok	:read	578
1	:invoke	:add	4
1	:ok	:add	4
2	:invoke	:read	nil
2	:ok	:read	261
0	:invoke	:read	nil
0	:ok	:read	578
0	:invoke	:read	nil
0	:ok	:read	578
:nemesis	:info	:stop-partition	nil
:nemesis	:info	:stop-partition	:network-healed
0	:invoke	:read	nil
1	:invoke	:read	nil
2	:invoke	:read	nil
0	:ok	:read	578
1	:ok	:read	325
2	:ok	:read	261
